CRSP_ID,variable,value
S.69.7.636.001,County_Name,St. Louis
HEN.653,County_Name,Hennepin
S.56.4.74.001,County_Name,Otter Tail
S.73.7.184.001,County_Name,Stearns
S.56.4.41.002,County_Name,Otter Tail
S.86.7.106.004,County_Name,Wright
S.73.4.52.001,County_Name,Stearns
S.18.4.16.002,County_Name,Crow Wing
HEN.244,County_Name,Hennepin
S.73.7.111.001,County_Name,Stearns
S.73.4.28.001,County_Name,Stearns
046-050,County_Name,Freeborn
S.69.7.588.001,County_Name,St. Louis
S.04.4.8.003,County_Name,Beltrami
084-010,County_Name,Freeborn
S.73.4.21.001,County_Name,Stearns
S.73.7.185.001,County_Name,Stearns
S.49.7.231.001,County_Name,Morrison
S.13.4.23.002,County_Name,Chisago
S.56.4.4.001,County_Name,Otter Tail
S.69.4.43.003,County_Name,St. Louis
S.69.7.915.001,County_Name,St. Louis
S.86.4.7.004,County_Name,Wright
S.86.7.119.002,County_Name,Wright
S.49.4.26.004,County_Name,Morrison
S.25.4.4.001,County_Name,Goodhue
S.09.7.113.001,County_Name,Carlton
S.73.7.131.001,County_Name,Stearns
S.69.9.8217.001,County_Name,St. Louis
S.69.4.35.001,County_Name,St. Louis
S.56.4.60.001,County_Name,Otter Tail
S.86.7.129.001,County_Name,Wright
S.55.4.18.002,County_Name,Olmsted
HEN.250,County_Name,Hennepin
S.86.7.134.001,County_Name,Wright
S.69.4.137.001,County_Name,St. Louis
S.43.4.16.002,County_Name,McLeod
S.86.7.138.001,County_Name,Wright
S.86.7.139.001,County_Name,Wright
S.73.4.44.002,County_Name,Stearns
S.86.4.8.007,County_Name,Wright
S.86.7.147.001,County_Name,Wright
S.86.7.148.001,County_Name,Wright
S.04.4.14.001,County_Name,Beltrami
S.47.4.2.001,County_Name,Meeker
S.04.4.10.001,County_Name,Beltrami
S.04.4.11.001,County_Name,Beltrami
S.04.4.11.002,County_Name,Beltrami
S.04.4.11.003,County_Name,Beltrami
S.04.4.11.004,County_Name,Beltrami
S.04.4.12.001,County_Name,Beltrami
S.04.4.12.002,County_Name,Beltrami
S.73.7.149.001,County_Name,Stearns
S.69.4.7.001,County_Name,St. Louis
S.49.7.242.001,County_Name,Morrison
HEN.247,County_Name,Hennepin
S.86.4.36.001,County_Name,Wright
S.04.4.9.001,County_Name,Beltrami
S.04.4.15.001,County_Name,Beltrami
S.04.4.15.002,County_Name,Beltrami
S.25.4.2.002,County_Name,Goodhue
S.86.4.13.001,County_Name,Wright
S.73.4.4.001,County_Name,Stearns
S.69.7.1014.001,County_Name,St. Louis
S.04.4.17.002,County_Name,Beltrami
S.04.4.19.001,County_Name,Beltrami
S.49.7.256.001,County_Name,Morrison
S.86.4.35.004,County_Name,Wright
S.43.4.2.005,County_Name,McLeod
S.13.4.25.001,County_Name,Chisago
S.25.7.50.002,County_Name,Goodhue
S.04.4.21.001,County_Name,Beltrami
S.04.4.21.002,County_Name,Beltrami
S.13.4.12.001,County_Name,Chisago
S.09.4.13.003,County_Name,Carlton
S.18.4.13.001,County_Name,Crow Wing
S.69.7.266.002,County_Name,St. Louis
S.73.4.41.001,County_Name,Stearns
S.69.7.258.001,County_Name,St. Louis
S.56.4.74.002,County_Name,Otter Tail
S.04.4.23.007,County_Name,Beltrami
S.73.7.113.001,County_Name,Stearns
084-040,County_Name,Freeborn
S.56.4.55.002,County_Name,Otter Tail
S.04.4.23.004,County_Name,Beltrami
S.69.7.440.001,County_Name,St. Louis
S.04.4.23.006,County_Name,Beltrami
S.04.4.57.001,County_Name,Beltrami
005-020,County_Name,Freeborn
S.43.7.55.001,County_Name,McLeod
S.56.4.35.007,County_Name,Otter Tail
S.56.4.15.003,County_Name,Otter Tail
S.49.4.10.001,County_Name,Morrison
S.73.4.3.002,County_Name,Stearns
S.56.7.115.001,County_Name,Otter Tail
S.73.7.165.002,County_Name,Stearns
011-010,County_Name,Freeborn
S.73.7.145.001,County_Name,Stearns
S.47.4.36.001,County_Name,Meeker
S.04.4.3.001,County_Name,Beltrami
S.86.4.44.001,County_Name,Wright
S.43.4.11.001,County_Name,McLeod
S.73.4.42.001,County_Name,Stearns
S.69.4.136.001,County_Name,St. Louis
S.47.4.14.001,County_Name,Meeker
S.56.4.8.002,County_Name,Otter Tail
S.04.4.8.002,County_Name,Beltrami
005-010,County_Name,Freeborn
S.69.4.42.001,County_Name,St. Louis
S.86.4.526.003,County_Name,Wright
S.09.7.116.001,County_Name,Carlton
017-070,County_Name,Freeborn
S.86.4.37.004,County_Name,Wright
022-060,County_Name,Freeborn
S.56.4.35.009,County_Name,Otter Tail
S.13.4.15.001,County_Name,Chisago
S.04.4.37.001,County_Name,Beltrami
S.04.4.38.001,County_Name,Beltrami
S.47.4.11.003,County_Name,Meeker
S.86.4.42.001,County_Name,Wright
S.69.4.4.002,County_Name,St. Louis
029-010,County_Name,Freeborn
S.04.4.41.001,County_Name,Beltrami
S.04.4.44.001,County_Name,Beltrami
S.04.4.44.002,County_Name,Beltrami
S.25.4.16.001,County_Name,Goodhue
018-011,County_Name,Freeborn
S.56.4.83.002,County_Name,Otter Tail
S.86.7.125.001,County_Name,Wright
S.86.4.3.005,County_Name,Wright
S.49.7.230.001,County_Name,Morrison
S.69.7.894.001,County_Name,St. Louis
S.56.7.120.001,County_Name,Otter Tail
S.04.4.50.001,County_Name,Beltrami
S.86.4.7.002,County_Name,Wright
S.04.4.52.001,County_Name,Beltrami
S.43.4.115.002,County_Name,McLeod
S.04.4.55.001,County_Name,Beltrami
S.04.4.56.001,County_Name,Beltrami
S.73.7.162.001,County_Name,Stearns
S.04.4.58.001,County_Name,Beltrami
S.49.4.13.001,County_Name,Morrison
S.43.4.31.001,County_Name,McLeod
S.13.4.9.003,County_Name,Chisago
S.55.4.14.001,County_Name,Olmsted
S.49.7.255.001,County_Name,Morrison
S.49.4.1.004,County_Name,Morrison
S.04.4.91.001,County_Name,Beltrami
S.43.4.4.003,County_Name,McLeod
S.47.4.24.001,County_Name,Meeker
S.18.4.18.002,County_Name,Crow Wing
S.04.7.100.001,County_Name,Beltrami
S.04.7.101.001,County_Name,Beltrami
S.04.7.102.001,County_Name,Beltrami
S.04.7.103.001,County_Name,Beltrami
S.04.7.105.001,County_Name,Beltrami
S.04.7.107.001,County_Name,Beltrami
S.04.7.108.001,County_Name,Beltrami
S.04.7.110.001,County_Name,Beltrami
S.04.7.111.001,County_Name,Beltrami
S.04.7.111.002,County_Name,Beltrami
S.04.7.112.001,County_Name,Beltrami
S.04.7.113.001,County_Name,Beltrami
S.04.7.200.001,County_Name,Beltrami
S.04.7.201.001,County_Name,Beltrami
S.04.7.202.001,County_Name,Beltrami
S.04.7.203.001,County_Name,Beltrami
S.04.7.300.001,County_Name,Beltrami
S.04.7.301.001,County_Name,Beltrami
S.04.7.303.001,County_Name,Beltrami
S.04.7.304.001,County_Name,Beltrami
S.73.4.9.008,County_Name,Stearns
S.04.7.306.001,County_Name,Beltrami
S.04.7.307.001,County_Name,Beltrami
S.04.7.307.002,County_Name,Beltrami
S.04.7.309.001,County_Name,Beltrami
S.04.7.311.001,County_Name,Beltrami
S.04.7.328.001,County_Name,Beltrami
S.86.4.8.001,County_Name,Wright
S.04.7.402.001,County_Name,Beltrami
S.04.7.402.002,County_Name,Beltrami
S.55.4.7.001,County_Name,Olmsted
S.04.7.403.002,County_Name,Beltrami
S.04.7.404.001,County_Name,Beltrami
S.56.4.53.001,County_Name,Otter Tail
S.04.7.404.004,County_Name,Beltrami
S.04.7.406.001,County_Name,Beltrami
S.04.4.57.002,County_Name,Beltrami
S.86.4.75.002,County_Name,Wright
S.69.7.692.001,County_Name,St. Louis
S.04.7.413.001,County_Name,Beltrami
S.04.7.500.001,County_Name,Beltrami
S.04.7.501.001,County_Name,Beltrami
S.04.7.503.001,County_Name,Beltrami
S.04.7.505.001,County_Name,Beltrami
S.04.7.507.001,County_Name,Beltrami
S.04.7.509.001,County_Name,Beltrami
S.04.7.511.001,County_Name,Beltrami
S.04.7.513.001,County_Name,Beltrami
S.86.4.31.001,County_Name,Wright
S.04.7.600.001,County_Name,Beltrami
S.04.7.600.002,County_Name,Beltrami
S.04.7.601.001,County_Name,Beltrami
S.04.7.602.001,County_Name,Beltrami
S.04.7.603.001,County_Name,Beltrami
S.04.7.700.001,County_Name,Beltrami
S.04.7.701.001,County_Name,Beltrami
S.04.7.702.001,County_Name,Beltrami
S.04.7.703.001,County_Name,Beltrami
S.04.7.704.001,County_Name,Beltrami
S.04.7.705.001,County_Name,Beltrami
S.04.7.706.001,County_Name,Beltrami
S.04.7.707.001,County_Name,Beltrami
S.04.7.709.001,County_Name,Beltrami
S.04.7.710.001,County_Name,Beltrami
S.04.7.710.002,County_Name,Beltrami
S.55.4.2.001,County_Name,Olmsted
S.73.7.187.001,County_Name,Stearns
S.25.4.1.003,County_Name,Goodhue
S.25.4.1.004,County_Name,Goodhue
S.47.4.3.001,County_Name,Meeker
S.25.4.10.002,County_Name,Goodhue
S.73.4.6.001,County_Name,Stearns
S.69.4.97.001,County_Name,St. Louis
S.73.7.199.001,County_Name,Stearns
S.86.4.30.005,County_Name,Wright
S.25.4.11.004,County_Name,Goodhue
S.86.4.8.002,County_Name,Wright
S.56.4.3.001,County_Name,Otter Tail
S.55.4.6.001,County_Name,Olmsted
S.86.7.101.001,County_Name,Wright
S.73.7.167.001,County_Name,Stearns
S.86.4.36.002,County_Name,Wright
S.49.7.267.001,County_Name,Morrison
S.73.7.123.002,County_Name,Stearns
S.69.4.88.001,County_Name,St. Louis
S.73.4.12.001,County_Name,Stearns
S.25.4.17.002,County_Name,Goodhue
S.86.4.21.001,County_Name,Wright
S.86.7.105.001,County_Name,Wright
S.18.4.11.003,County_Name,Crow Wing
025-031,County_Name,Freeborn
013-040,County_Name,Freeborn
S.73.4.69.001,County_Name,Stearns
S.25.4.22.001,County_Name,Goodhue
S.25.4.23.001,County_Name,Goodhue
S.04.4.15.003,County_Name,Beltrami
S.25.4.24.002,County_Name,Goodhue
S.25.4.24.003,County_Name,Goodhue
S.25.4.25.002,County_Name,Goodhue
S.25.4.27.001,County_Name,Goodhue
S.25.4.27.002,County_Name,Goodhue
S.69.4.58.001,County_Name,St. Louis
009-030,County_Name,Freeborn
S.13.4.18.001,County_Name,Chisago
S.73.4.9.002,County_Name,Stearns
017-062,County_Name,Freeborn
S.18.4.20.002,County_Name,Crow Wing
S.25.4.5.002,County_Name,Goodhue
S.25.4.6.001,County_Name,Goodhue
S.73.7.152.001,County_Name,Stearns
S.25.4.63.001,County_Name,Goodhue
S.25.4.66.001,County_Name,Goodhue
S.25.4.68.001,County_Name,Goodhue
S.49.4.12.003,County_Name,Morrison
S.04.4.29.003,County_Name,Beltrami
S.09.4.4.004,County_Name,Carlton
S.13.4.2.001,County_Name,Chisago
S.69.9.8107.001,County_Name,St. Louis
034-070,County_Name,Freeborn
S.69.7.884.001,County_Name,St. Louis
S.18.4.19.001,County_Name,Crow Wing
S.18.4.59.001,County_Name,Crow Wing
S.73.4.40.001,County_Name,Stearns
S.04.4.29.002,County_Name,Beltrami
S.73.4.9.004,County_Name,Stearns
S.25.7.41.001,County_Name,Goodhue
S.25.7.42.001,County_Name,Goodhue
S.25.7.43.001,County_Name,Goodhue
S.25.7.44.001,County_Name,Goodhue
S.47.4.15.001,County_Name,Meeker
S.25.7.45.002,County_Name,Goodhue
S.25.7.45.003,County_Name,Goodhue
S.25.7.45.004,County_Name,Goodhue
S.25.7.46.001,County_Name,Goodhue
S.25.7.47.000,County_Name,Goodhue
S.04.7.407.002,County_Name,Beltrami
091-020,County_Name,Freeborn
S.25.7.49.001,County_Name,Goodhue
S.56.4.77.001,County_Name,Otter Tail
S.69.4.92.002,County_Name,St. Louis
S.73.7.186.002,County_Name,Stearns
S.25.7.52.001,County_Name,Goodhue
S.69.4.102.001,County_Name,St. Louis
S.86.7.136.001,County_Name,Wright
S.25.7.54.001,County_Name,Goodhue
S.25.7.55.001,County_Name,Goodhue
S.86.4.20.002,County_Name,Wright
S.25.7.57.001,County_Name,Goodhue
S.13.7.70.002,County_Name,Chisago
S.25.7.59.001,County_Name,Goodhue
S.04.4.25.001,County_Name,Beltrami
S.86.4.14.002,County_Name,Wright
S.49.7.277.001,County_Name,Morrison
S.55.4.8.002,County_Name,Olmsted
S.86.4.6.006,County_Name,Wright
S.69.4.73.001,County_Name,St. Louis
S.86.4.7.006,County_Name,Wright
S.56.4.43.001,County_Name,Otter Tail
S.25.4.24.001,County_Name,Goodhue
S.55.4.5.004,County_Name,Olmsted
S.43.4.9.004,County_Name,McLeod
S.73.4.34.001,County_Name,Stearns
S.43.7.72.001,County_Name,McLeod
S.09.7.116.002,County_Name,Carlton
S.13.7.74.001,County_Name,Chisago
S.86.4.5.001,County_Name,Wright
S.69.7.269.001,County_Name,St. Louis
S.56.4.27.002,County_Name,Otter Tail
051-040,County_Name,Freeborn
S.25.4.30.002,County_Name,Goodhue
S.73.7.137.002,County_Name,Stearns
025-023,County_Name,Freeborn
S.55.7.134.001,County_Name,Olmsted
S.09.7.128.001,County_Name,Carlton
S.73.4.35.001,County_Name,Stearns
HEN.239,County_Name,Hennepin
S.18.7.131.001,County_Name,Crow Wing
S.43.4.8.002,County_Name,McLeod
S.86.7.113.001,County_Name,Wright
S.25.7.58.001,County_Name,Goodhue
012-060,County_Name,Freeborn
S.47.4.34.002,County_Name,Meeker
S.56.4.86.001,County_Name,Otter Tail
S.56.4.87.001,County_Name,Otter Tail
HEN.671,County_Name,Hennepin
S.56.4.51.002,County_Name,Otter Tail
002-020,County_Name,Freeborn
035-011,County_Name,Freeborn
S.04.4.31.001,County_Name,Beltrami
S.18.7.109.001,County_Name,Crow Wing
S.73.4.17.005,County_Name,Stearns
S.49.4.24.003,County_Name,Morrison
S.55.4.28.001,County_Name,Olmsted
S.47.4.1.001,County_Name,Meeker
S.49.4.24.001,County_Name,Morrison
S.47.4.18.002,County_Name,Meeker
S.73.7.176.001,County_Name,Stearns
013-012,County_Name,Freeborn
013-010,County_Name,Freeborn
S.55.4.31.001,County_Name,Olmsted
S.04.7.401.001,County_Name,Beltrami
S.69.4.7.006,County_Name,St. Louis
014-030,County_Name,Freeborn
001-012,County_Name,Freeborn
022-054,County_Name,Freeborn
S.25.7.47.001,County_Name,Goodhue
S.56.4.60.002,County_Name,Otter Tail
S.73.4.17.003,County_Name,Stearns
HEN.694,County_Name,Hennepin
S.69.4.97.003,County_Name,St. Louis
S.43.7.77.001,County_Name,McLeod
S.86.4.4.002,County_Name,Wright
S.73.4.33.001,County_Name,Stearns
S.86.4.6.001,County_Name,Wright
S.73.7.175.001,County_Name,Stearns
S.86.4.8.005,County_Name,Wright
S.13.4.20.002,County_Name,Chisago
S.86.4.35.002,County_Name,Wright
S.69.7.697.002,County_Name,St. Louis
026-011,County_Name,Freeborn
018-010,County_Name,Freeborn
S.55.4.8.004,County_Name,Olmsted
S.55.4.19.001,County_Name,Olmsted
S.47.4.19.002,County_Name,Meeker
S.09.4.8.003,County_Name,Carlton
S.55.7.101.001,County_Name,Olmsted
S.55.7.101.002,County_Name,Olmsted
S.55.7.102.001,County_Name,Olmsted
S.55.7.102.002,County_Name,Olmsted
S.55.7.102.003,County_Name,Olmsted
S.55.7.103.001,County_Name,Olmsted
S.56.4.22.001,County_Name,Otter Tail
S.55.7.105.001,County_Name,Olmsted
S.55.7.106.001,County_Name,Olmsted
S.55.7.107.001,County_Name,Olmsted
S.55.7.107.002,County_Name,Olmsted
S.55.7.108.001,County_Name,Olmsted
S.55.7.110.001,County_Name,Olmsted
S.73.7.193.001,County_Name,Stearns
S.49.7.245.001,County_Name,Morrison
S.47.4.5.002,County_Name,Meeker
S.55.7.113.001,County_Name,Olmsted
031-060,County_Name,Freeborn
S.55.7.115.001,County_Name,Olmsted
S.55.7.115.002,County_Name,Olmsted
S.55.7.116.001,County_Name,Olmsted
S.55.7.117.001,County_Name,Olmsted
S.55.7.118.001,County_Name,Olmsted
S.86.4.35.001,County_Name,Wright
S.55.7.120.001,County_Name,Olmsted
S.55.7.121.001,County_Name,Olmsted
S.55.7.123.001,County_Name,Olmsted
S.55.7.124.001,County_Name,Olmsted
030-040,County_Name,Freeborn
S.55.7.125.001,County_Name,Olmsted
S.55.7.125.002,County_Name,Olmsted
S.55.7.126.001,County_Name,Olmsted
S.55.7.127.001,County_Name,Olmsted
S.55.7.128.001,County_Name,Olmsted
S.55.7.129.001,County_Name,Olmsted
S.55.7.130.001,County_Name,Olmsted
S.55.7.132.001,County_Name,Olmsted
S.56.4.35.010,County_Name,Otter Tail
S.04.4.27.003,County_Name,Beltrami
S.55.7.136.001,County_Name,Olmsted
S.55.7.137.001,County_Name,Olmsted
S.55.7.138.001,County_Name,Olmsted
S.55.7.139.001,County_Name,Olmsted
S.86.4.16.001,County_Name,Wright
S.73.4.29.001,County_Name,Stearns
S.04.4.12.003,County_Name,Beltrami
S.55.7.142.003,County_Name,Olmsted
034-020,County_Name,Freeborn
HEN.382,County_Name,Hennepin
S.55.7.145.001,County_Name,Olmsted
S.25.4.9.002,County_Name,Goodhue
S.55.7.147.001,County_Name,Olmsted
S.55.7.149.001,County_Name,Olmsted
S.55.7.150.001,County_Name,Olmsted
S.25.4.11.002,County_Name,Goodhue
S.55.7.152.001,County_Name,Olmsted
S.25.4.8.002,County_Name,Goodhue
S.25.4.10.003,County_Name,Goodhue
S.43.4.26.001,County_Name,McLeod
S.09.7.149.001,County_Name,Carlton
S.86.4.39.004,County_Name,Wright
S.18.4.16.001,County_Name,Crow Wing
025-060,County_Name,Freeborn
S.09.7.110.001,County_Name,Carlton
S.56.4.44.001,County_Name,Otter Tail
S.13.7.91.001,County_Name,Chisago
S.56.4.49.002,County_Name,Otter Tail
S.49.7.253.002,County_Name,Morrison
S.69.9.3465.001,County_Name,St. Louis
S.13.4.11.001,County_Name,Chisago
S.56.4.9.002,County_Name,Otter Tail
030-030,County_Name,Freeborn
S.73.7.156.001,County_Name,Stearns
S.69.7.694.002,County_Name,St. Louis
S.25.7.56.001,County_Name,Goodhue
S.56.4.64.001,County_Name,Otter Tail
S.49.4.26.003,County_Name,Morrison
S.18.4.8.002,County_Name,Crow Wing
S.09.7.103.002,County_Name,Carlton
047-010,County_Name,Freeborn
S.56.7.142.001,County_Name,Otter Tail
S.73.4.48.001,County_Name,Stearns
S.13.4.7.001,County_Name,Chisago
S.69.4.4.008,County_Name,St. Louis
S.56.4.67.005,County_Name,Otter Tail
S.73.4.13.007,County_Name,Stearns
013-050,County_Name,Freeborn
S.73.4.13.005,County_Name,Stearns
S.69.4.100.001,County_Name,St. Louis
S.47.4.25.002,County_Name,Meeker
S.49.7.261.001,County_Name,Morrison
S.56.7.136.001,County_Name,Otter Tail
S.69.7.285.001,County_Name,St. Louis
S.43.4.7.003,County_Name,McLeod
S.43.4.24.001,County_Name,McLeod
S.09.4.61.002,County_Name,Carlton
S.73.7.191.001,County_Name,Stearns
S.18.7.121.001,County_Name,Crow Wing
S.73.4.23.001,County_Name,Stearns
S.43.4.17.002,County_Name,McLeod
S.73.4.45.001,County_Name,Stearns
S.73.4.11.001,County_Name,Stearns
S.55.4.15.001,County_Name,Olmsted
S.56.4.41.001,County_Name,Otter Tail
S.69.7.307.001,County_Name,St. Louis
S.49.4.1.001,County_Name,Morrison
046-021,County_Name,Freeborn
S.43.4.2.001,County_Name,McLeod
019-050,County_Name,Freeborn
S.56.7.148.001,County_Name,Otter Tail
S.56.4.68.001,County_Name,Otter Tail
026-050,County_Name,Freeborn
S.86.4.32.001,County_Name,Wright
S.73.7.142.001,County_Name,Stearns
S.86.4.2.001,County_Name,Wright
S.56.7.125.001,County_Name,Otter Tail
014-050,County_Name,Freeborn
S.09.4.1.001,County_Name,Carlton
S.86.4.33.003,County_Name,Wright
S.73.4.14.002,County_Name,Stearns
S.25.4.9.005,County_Name,Goodhue
S.43.7.51.001,County_Name,McLeod
S.43.7.52.001,County_Name,McLeod
S.43.7.53.001,County_Name,McLeod
S.43.7.54.001,County_Name,McLeod
S.43.7.54.002,County_Name,McLeod
S.18.4.8.001,County_Name,Crow Wing
S.86.4.2.002,County_Name,Wright
S.25.4.1.002,County_Name,Goodhue
S.43.7.58.001,County_Name,McLeod
S.69.4.47.002,County_Name,St. Louis
S.43.7.60.002,County_Name,McLeod
S.43.7.60.003,County_Name,McLeod
S.09.4.45.001,County_Name,Carlton
S.43.7.62.001,County_Name,McLeod
S.86.4.11.001,County_Name,Wright
S.73.7.163.001,County_Name,Stearns
S.43.7.65.001,County_Name,McLeod
045-030,County_Name,Freeborn
S.43.7.68.001,County_Name,McLeod
S.43.7.70.001,County_Name,McLeod
S.43.7.71.001,County_Name,McLeod
S.43.7.71.002,County_Name,McLeod
S.18.4.17.001,County_Name,Crow Wing
S.09.4.7.001,County_Name,Carlton
S.43.7.74.001,County_Name,McLeod
S.43.7.75.001,County_Name,McLeod
S.73.4.2.003,County_Name,Stearns
S.43.7.79.002,County_Name,McLeod
S.43.7.80.001,County_Name,McLeod
S.18.4.44.001,County_Name,Crow Wing
HEN.236,County_Name,Hennepin
S.73.4.16.001,County_Name,Stearns
S.43.7.86.001,County_Name,McLeod
S.86.4.5.007,County_Name,Wright
S.43.7.89.001,County_Name,McLeod
S.43.7.90.001,County_Name,McLeod
084-060,County_Name,Freeborn
S.56.4.1.002,County_Name,Otter Tail
S.49.7.264.001,County_Name,Morrison
S.49.7.225.001,County_Name,Morrison
S.13.4.36.001,County_Name,Chisago
S.18.7.114.001,County_Name,Crow Wing
S.56.4.8.003,County_Name,Otter Tail
S.49.7.229.001,County_Name,Morrison
S.55.4.16.001,County_Name,Olmsted
S.56.4.89.002,County_Name,Otter Tail
S.49.7.215.001,County_Name,Morrison
S.56.4.75.002,County_Name,Otter Tail
S.25.4.9.003,County_Name,Goodhue
S.49.7.240.001,County_Name,Morrison
S.47.4.27.001,County_Name,Meeker
S.55.4.3.004,County_Name,Olmsted
HEN.668,County_Name,Hennepin
S.56.7.134.001,County_Name,Otter Tail
S.47.4.22.002,County_Name,Meeker
S.73.4.43.001,County_Name,Stearns
HEN.698,County_Name,Hennepin
S.49.4.12.001,County_Name,Morrison
S.49.7.237.001,County_Name,Morrison
S.55.4.3.003,County_Name,Olmsted
S.09.4.10.001,County_Name,Carlton
S.56.4.50.003,County_Name,Otter Tail
S.69.7.310.002,County_Name,St. Louis
S.04.4.48.001,County_Name,Beltrami
025-040,County_Name,Freeborn
020-040,County_Name,Freeborn
045-050,County_Name,Freeborn
S.69.4.7.002,County_Name,St. Louis
S.73.4.3.001,County_Name,Stearns
S.56.4.22.002,County_Name,Otter Tail
095-010,County_Name,Freeborn
034-071,County_Name,Freeborn
S.69.4.20.001,County_Name,St. Louis
S.86.4.35.008,County_Name,Wright
S.69.4.95.001,County_Name,St. Louis
S.56.4.6.001,County_Name,Otter Tail
S.55.4.2.004,County_Name,Olmsted
S.13.7.60.001,County_Name,Chisago
S.18.4.21.001,County_Name,Crow Wing
S.18.4.10.001,County_Name,Crow Wing
S.49.7.239.001,County_Name,Morrison
S.04.4.7.001,County_Name,Beltrami
S.56.4.25.002,County_Name,Otter Tail
S.49.4.25.001,County_Name,Morrison
S.56.4.27.001,County_Name,Otter Tail
S.73.4.18.003,County_Name,Stearns
S.56.4.24.005,County_Name,Otter Tail
S.55.4.25.002,County_Name,Olmsted
S.49.7.228.001,County_Name,Morrison
008-020,County_Name,Freeborn
S.47.4.25.003,County_Name,Meeker
S.25.4.6.002,County_Name,Goodhue
S.04.4.27.001,County_Name,Beltrami
S.13.4.9.005,County_Name,Chisago
S.18.7.124.001,County_Name,Crow Wing
011-020,County_Name,Freeborn
S.69.4.77.001,County_Name,St. Louis
S.18.4.23.002,County_Name,Crow Wing
S.49.4.26.001,County_Name,Morrison
S.56.4.34.002,County_Name,Otter Tail
001-021,County_Name,Freeborn
S.13.4.4.001,County_Name,Chisago
S.43.7.73.001,County_Name,McLeod
S.69.4.26.001,County_Name,St. Louis
S.73.7.176.002,County_Name,Stearns
S.18.4.8.003,County_Name,Crow Wing
S.43.4.1.002,County_Name,McLeod
S.55.4.16.003,County_Name,Olmsted
S.86.4.39.001,County_Name,Wright
S.55.4.5.001,County_Name,Olmsted
S.47.4.4.001,County_Name,Meeker
S.43.4.5.002,County_Name,McLeod
S.49.7.206.001,County_Name,Morrison
S.55.4.27.001,County_Name,Olmsted
S.49.4.23.001,County_Name,Morrison
010-031,County_Name,Freeborn
026-060,County_Name,Freeborn
S.13.4.17.001,County_Name,Chisago
S.69.7.317.002,County_Name,St. Louis
S.18.4.1.005,County_Name,Crow Wing
S.49.7.280.001,County_Name,Morrison
S.69.4.66.002,County_Name,St. Louis
S.43.4.115.001,County_Name,McLeod
S.47.4.16.001,County_Name,Meeker
S.13.7.86.001,County_Name,Chisago
S.56.4.14.001,County_Name,Otter Tail
013-011,County_Name,Freeborn
S.43.4.7.002,County_Name,McLeod
S.73.7.161.001,County_Name,Stearns
S.55.4.21.001,County_Name,Olmsted
025-050,County_Name,Freeborn
S.56.4.5.003,County_Name,Otter Tail
S.56.4.23.001,County_Name,Otter Tail
S.73.4.31.001,County_Name,Stearns
S.18.4.15.001,County_Name,Crow Wing
S.56.7.146.001,County_Name,Otter Tail
S.73.4.10.002,County_Name,Stearns
S.55.4.20.001,County_Name,Olmsted
S.56.4.67.003,County_Name,Otter Tail
S.13.7.63.001,County_Name,Chisago
009-020,County_Name,Freeborn
S.73.4.11.003,County_Name,Stearns
S.49.4.14.001,County_Name,Morrison
S.04.4.36.004,County_Name,Beltrami
S.56.7.116.001,County_Name,Otter Tail
S.73.7.183.001,County_Name,Stearns
S.49.7.276.001,County_Name,Morrison
S.56.7.124.001,County_Name,Otter Tail
S.43.7.85.001,County_Name,McLeod
S.49.7.222.001,County_Name,Morrison
S.13.4.14.002,County_Name,Chisago
S.43.4.1.001,County_Name,McLeod
035-010,County_Name,Freeborn
HEN.233,County_Name,Hennepin
S.69.7.955.001,County_Name,St. Louis
S.56.4.6.002,County_Name,Otter Tail
S.43.7.60.001,County_Name,McLeod
S.25.4.12.004,County_Name,Goodhue
S.56.4.76.002,County_Name,Otter Tail
S.18.7.142.001,County_Name,Crow Wing
S.56.4.75.001,County_Name,Otter Tail
020-045,County_Name,Freeborn
S.86.4.1.001,County_Name,Wright
S.56.4.56.002,County_Name,Otter Tail
S.56.4.73.001,County_Name,Otter Tail
S.18.4.1.003,County_Name,Crow Wing
019-040,County_Name,Freeborn
S.73.7.174.001,County_Name,Stearns
S.09.7.140.001,County_Name,Carlton
S.56.4.82.003,County_Name,Otter Tail
034-100,County_Name,Freeborn
S.49.7.235.001,County_Name,Morrison
S.73.7.164.001,County_Name,Stearns
S.56.4.54.001,County_Name,Otter Tail
S.25.4.7.002,County_Name,Goodhue
036-030,County_Name,Freeborn
S.09.7.134.004,County_Name,Carlton
S.69.4.68.002,County_Name,St. Louis
S.49.4.8.001,County_Name,Morrison
S.56.4.3.002,County_Name,Otter Tail
019-060,County_Name,Freeborn
S.56.7.132.001,County_Name,Otter Tail
S.56.4.67.007,County_Name,Otter Tail
S.86.4.5.002,County_Name,Wright
HEN.652,County_Name,Hennepin
S.47.4.28.002,County_Name,Meeker
S.55.4.33.001,County_Name,Olmsted
S.56.4.35.006,County_Name,Otter Tail
HEN.700,County_Name,Hennepin
S.43.4.9.002,County_Name,McLeod
S.56.7.123.001,County_Name,Otter Tail
S.04.4.31.002,County_Name,Beltrami
S.56.4.67.006,County_Name,Otter Tail
028-030,County_Name,Freeborn
034-050,County_Name,Freeborn
S.25.4.7.004,County_Name,Goodhue
S.56.7.135.001,County_Name,Otter Tail
S.73.4.25.001,County_Name,Stearns
HEN.306,County_Name,Hennepin
