CRSP_ID,case,model_type,label,label_prob,model_r2,model_intercept,model_prediction,feature,feature_value,feature_weight,feature_desc,Severe_Crash_Count,County_Name,Start_Description,End_Description
s.09.7.149.001,963,classification,pred,0.0560357334590574,0.19528309742982,0.035757182383043,0.181308314244347,MVMT_5yrMillionVMT,0.18,-0.200517503287992,MVMT_5yrMillionVMT <= 0.80,0,Carlton,CR 127,intersection of 3rd St/CR 20
s.09.7.149.001,963,classification,pred,0.0560357334590574,0.19528309742982,0.035757182383043,0.181308314244347,Seg_CrossSection_Design,2,0.137584895256551,Seg_CrossSection_Design = 2-lane undivided,0,Carlton,CR 127,intersection of 3rd St/CR 20
s.09.7.149.001,963,classification,pred,0.0560357334590574,0.19528309742982,0.035757182383043,0.181308314244347,Density_Curve,2.67,0.0680263830126418,1.91 < Density_Curve,0,Carlton,CR 127,intersection of 3rd St/CR 20
s.09.7.149.001,963,classification,pred,0.0560357334590574,0.19528309742982,0.035757182383043,0.181308314244347,Segment_Cross_Section,2,-0.062186278453868,Segment_Cross_Section = 2-lane,0,Carlton,CR 127,intersection of 3rd St/CR 20
s.09.7.149.001,963,classification,pred,0.0560357334590574,0.19528309742982,0.035757182383043,0.181308314244347,Rumble_Strips,4,-0.0512290145226171,Rumble_Strips = none,0,Carlton,CR 127,intersection of 3rd St/CR 20
s.09.7.149.001,963,classification,pred,0.0560357334590574,0.19528309742982,0.035757182383043,0.181308314244347,Shoulder_Type,4,0.0380376125231913,Shoulder_Type = none,0,Carlton,CR 127,intersection of 3rd St/CR 20
s.09.7.149.001,963,classification,pred,0.0560357334590574,0.19528309742982,0.035757182383043,0.181308314244347,Farm_Access_Count,2,-0.0389197171103121,1.0 < Farm_Access_Count <= 6.0,0,Carlton,CR 127,intersection of 3rd St/CR 20
s.09.7.150.001,208,classification,pred,0.0883580682898064,0.134737804215712,0.647619424235586,0.0830742971098025,Median_Width,0,-0.454684135836179,Median_Width <= 3.2,0,Carlton,CR 61,N. cloquet Rd E/MN 2
s.09.7.150.001,208,classification,pred,0.0883580682898064,0.134737804215712,0.647619424235586,0.0830742971098025,MVMT_5yrMillionVMT,2.97,-0.123325272436585,1.95 < MVMT_5yrMillionVMT <= 4.21,0,Carlton,CR 61,N. cloquet Rd E/MN 2
s.09.7.150.001,208,classification,pred,0.0883580682898064,0.134737804215712,0.647619424235586,0.0830742971098025,Seg_CrossSection_Design,2,-0.117708933866373,Seg_CrossSection_Design = 2-lane undivided,0,Carlton,CR 61,N. cloquet Rd E/MN 2
s.09.7.150.001,208,classification,pred,0.0883580682898064,0.134737804215712,0.647619424235586,0.0830742971098025,Alley_Other_Access_Count,2,-0.114271779374506,1 < Alley_Other_Access_Count <= 2,0,Carlton,CR 61,N. cloquet Rd E/MN 2
s.09.7.150.001,208,classification,pred,0.0883580682898064,0.134737804215712,0.647619424235586,0.0830742971098025,Segment_Design,3,0.108078310479287,Segment_Design = undivided,0,Carlton,CR 61,N. cloquet Rd E/MN 2
s.09.7.150.001,208,classification,pred,0.0883580682898064,0.134737804215712,0.647619424235586,0.0830742971098025,Rumble_Strips,4,0.074421030329005,Rumble_Strips = none,0,Carlton,CR 61,N. cloquet Rd E/MN 2
s.09.7.150.001,208,classification,pred,0.0883580682898064,0.134737804215712,0.647619424235586,0.0830742971098025,Farm_Access_Count,1,-0.0647810430718434,Farm_Access_Count <= 1.0,0,Carlton,CR 61,N. cloquet Rd E/MN 2
s.09.7.150.001,208,classification,pred,0.0883580682898064,0.134737804215712,0.647619424235586,0.0830742971098025,Residential_Access_Count,54,0.0604588132901465,36 < Residential_Access_Count,0,Carlton,CR 61,N. cloquet Rd E/MN 2
s.09.7.151.002,363,classification,pred,0.0882796552216331,0.116003921944698,0.828238490238267,0.151963665516267,Median_Width,0,-0.2733430326764,Median_Width <= 3.2,0,Carlton,Jay Cooke Rd/CR 151,E. CR 61
s.09.7.151.002,363,classification,pred,0.0882796552216331,0.116003921944698,0.828238490238267,0.151963665516267,Segment_Cross_Section,2,-0.236154756775432,Segment_Cross_Section = 2-lane,0,Carlton,Jay Cooke Rd/CR 151,E. CR 61
s.09.7.151.002,363,classification,pred,0.0882796552216331,0.116003921944698,0.828238490238267,0.151963665516267,Seg_CrossSection_Design,2,-0.202322241623382,Seg_CrossSection_Design = 2-lane undivided,0,Carlton,Jay Cooke Rd/CR 151,E. CR 61
s.09.7.151.002,363,classification,pred,0.0882796552216331,0.116003921944698,0.828238490238267,0.151963665516267,Segment_Design,3,0.147070474496049,Segment_Design = undivided,0,Carlton,Jay Cooke Rd/CR 151,E. CR 61
s.09.7.151.002,363,classification,pred,0.0882796552216331,0.116003921944698,0.828238490238267,0.151963665516267,MVMT_5yrMillionVMT,2.15,-0.137795408903471,1.95 < MVMT_5yrMillionVMT <= 4.21,0,Carlton,Jay Cooke Rd/CR 151,E. CR 61
s.09.7.151.002,363,classification,pred,0.0882796552216331,0.116003921944698,0.828238490238267,0.151963665516267,Mumble_Strips,2,-0.0868107839494808,Mumble_Strips = none,0,Carlton,Jay Cooke Rd/CR 151,E. CR 61
s.09.7.151.002,363,classification,pred,0.0882796552216331,0.116003921944698,0.828238490238267,0.151963665516267,Centerline_Striping,2,0.0612343260366712,Centerline_Striping = present,0,Carlton,Jay Cooke Rd/CR 151,E. CR 61
s.09.7.151.002,363,classification,pred,0.0882796552216331,0.116003921944698,0.828238490238267,0.151963665516267,ADT_vpd,480,0.050016780299617,429 < ADT_vpd <= 760,0,Carlton,Jay Cooke Rd/CR 151,E. CR 61
s.09.7.152.001,308,classification,pred,0.103333303598376,0.106517374245532,0.523707508662314,0.139370965285972,Segment_Cross_Section,2,-0.357166188170739,Segment_Cross_Section = 2-lane,0,Carlton,E. CR 61,MN 2
s.09.7.152.001,308,classification,pred,0.103333303598376,0.106517374245532,0.523707508662314,0.139370965285972,Centerline_Striping,2,0.180607393057283,Centerline_Striping = present,0,Carlton,E. CR 61,MN 2
s.09.7.152.001,308,classification,pred,0.103333303598376,0.106517374245532,0.523707508662314,0.139370965285972,MVMT_5yrMillionVMT,3.93,-0.115282060286915,1.95 < MVMT_5yrMillionVMT <= 4.21,0,Carlton,E. CR 61,MN 2
s.09.7.152.001,308,classification,pred,0.103333303598376,0.106517374245532,0.523707508662314,0.139370965285972,Segment_Design,3,-0.0898608077234976,Segment_Design = undivided,0,Carlton,E. CR 61,MN 2
s.09.7.152.001,308,classification,pred,0.103333303598376,0.106517374245532,0.523707508662314,0.139370965285972,Shoulder_Type,1,-0.0529612305969352,Shoulder_Type = composite,0,Carlton,E. CR 61,MN 2
s.09.7.152.001,308,classification,pred,0.103333303598376,0.106517374245532,0.523707508662314,0.139370965285972,Residential_Access_Count,42,0.0513705867318968,36 < Residential_Access_Count,0,Carlton,E. CR 61,MN 2
s.09.7.152.001,308,classification,pred,0.103333303598376,0.106517374245532,0.523707508662314,0.139370965285972,Context_Zone,5,0.0469896961330886,Context_Zone = mixed use,0,Carlton,E. CR 61,MN 2
s.09.7.152.001,308,classification,pred,0.103333303598376,0.106517374245532,0.523707508662314,0.139370965285972,Farm_Access_Count,1,-0.0459301652344348,Farm_Access_Count <= 1.0,0,Carlton,E. CR 61,MN 2
s.09.7.157.001,1465,classification,pred,0.070864854648987,0.193128327059145,0.860270936297472,0.131701581521161,Segment_Cross_Section,2,-0.543182968754362,Segment_Cross_Section = 2-lane,0,Carlton,CR 6 (west of Barnum),1/2 mile west of Duesler Rd
s.09.7.157.001,1465,classification,pred,0.070864854648987,0.193128327059145,0.860270936297472,0.131701581521161,Centerline_Striping,2,-0.20651279237644,Centerline_Striping = present,0,Carlton,CR 6 (west of Barnum),1/2 mile west of Duesler Rd
s.09.7.157.001,1465,classification,pred,0.070864854648987,0.193128327059145,0.860270936297472,0.131701581521161,MVMT_5yrMillionVMT,1.23,-0.187217177791676,0.80 < MVMT_5yrMillionVMT <= 1.95,0,Carlton,CR 6 (west of Barnum),1/2 mile west of Duesler Rd
s.09.7.157.001,1465,classification,pred,0.070864854648987,0.193128327059145,0.860270936297472,0.131701581521161,Mumble_Strips,2,0.173209247276934,Mumble_Strips = none,0,Carlton,CR 6 (west of Barnum),1/2 mile west of Duesler Rd
s.09.7.157.001,1465,classification,pred,0.070864854648987,0.193128327059145,0.860270936297472,0.131701581521161,Access_Density,10.00844314,0.0822288109441164,Access_Density <= 10.0,0,Carlton,CR 6 (west of Barnum),1/2 mile west of Duesler Rd
s.09.7.157.001,1465,classification,pred,0.070864854648987,0.193128327059145,0.860270936297472,0.131701581521161,Edgeline_Striping,1,0.0530298171354294,Edgeline_Striping = none,0,Carlton,CR 6 (west of Barnum),1/2 mile west of Duesler Rd
s.09.7.157.001,1465,classification,pred,0.070864854648987,0.193128327059145,0.860270936297472,0.131701581521161,Farm_Access_Count,5,-0.056216928035192,1.0 < Farm_Access_Count <= 6.0,0,Carlton,CR 6 (west of Barnum),1/2 mile west of Duesler Rd
s.09.7.157.001,1465,classification,pred,0.070864854648987,0.193128327059145,0.860270936297472,0.131701581521161,Shoulder_Width,0,-0.0382938870057297,Shoulder_Width <= 2.5,0,Carlton,CR 6 (west of Barnum),1/2 mile west of Duesler Rd
s.13.4.1.001,709,classification,pred,0.606226784353385,0.731804420024364,0.471896469349805,0.608358213290058,MVMT_5yrMillionVMT,16.26,0.424291720088108,10.20 < MVMT_5yrMillionVMT,1,Chisago,Intersection of Co Hwy 1 and 540th St,Intersection of Co Hwy 1 and Ramp Entrance to I-35
s.13.4.1.001,709,classification,pred,0.606226784353385,0.731804420024364,0.471896469349805,0.608358213290058,Median_Width,0,-0.259233729961044,Median_Width <= 3.2,1,Chisago,Intersection of Co Hwy 1 and 540th St,Intersection of Co Hwy 1 and Ramp Entrance to I-35
s.13.4.1.001,709,classification,pred,0.606226784353385,0.731804420024364,0.471896469349805,0.608358213290058,Segment_Cross_Section,2,0.0770766799256424,Segment_Cross_Section = 2-lane,1,Chisago,Intersection of Co Hwy 1 and 540th St,Intersection of Co Hwy 1 and Ramp Entrance to I-35
s.13.4.1.001,709,classification,pred,0.606226784353385,0.731804420024364,0.471896469349805,0.608358213290058,Seg_CrossSection_Design,2,-0.084774824106683,Seg_CrossSection_Design = 2-lane undivided,1,Chisago,Intersection of Co Hwy 1 and 540th St,Intersection of Co Hwy 1 and Ramp Entrance to I-35
s.13.4.1.001,709,classification,pred,0.606226784353385,0.731804420024364,0.471896469349805,0.608358213290058,Density_Curve,2.25,0.0575832578569315,1.91 < Density_Curve,1,Chisago,Intersection of Co Hwy 1 and 540th St,Intersection of Co Hwy 1 and Ramp Entrance to I-35
s.13.4.1.001,709,classification,pred,0.606226784353385,0.731804420024364,0.471896469349805,0.608358213290058,Mumble_Strips,2,-0.0317240186937195,Mumble_Strips = none,1,Chisago,Intersection of Co Hwy 1 and 540th St,Intersection of Co Hwy 1 and Ramp Entrance to I-35
s.13.4.1.001,709,classification,pred,0.606226784353385,0.731804420024364,0.471896469349805,0.608358213290058,Residential_Access_Count,55,0.0588110641548064,36 < Residential_Access_Count,1,Chisago,Intersection of Co Hwy 1 and 540th St,Intersection of Co Hwy 1 and Ramp Entrance to I-35
s.13.4.1.001,709,classification,pred,0.606226784353385,0.731804420024364,0.471896469349805,0.608358213290058,Total_Access_County,90,0.038506829465467,76 < Total_Access_County,1,Chisago,Intersection of Co Hwy 1 and 540th St,Intersection of Co Hwy 1 and Ramp Entrance to I-35
s.13.4.1.002,109,classification,pred,0.164632013467284,0.634314425197608,0.314569108375998,0.40883937913623,MVMT_5yrMillionVMT,10.9,0.378146889446269,10.20 < MVMT_5yrMillionVMT,0,Chisago,Intersection of W 4th St and Ramp Entrance to I-35,Intersection of W 4th St and S Bremer Ave
s.13.4.1.002,109,classification,pred,0.164632013467284,0.634314425197608,0.314569108375998,0.40883937913623,Segment_Cross_Section,2,-0.099350811474418,Segment_Cross_Section = 2-lane,0,Chisago,Intersection of W 4th St and Ramp Entrance to I-35,Intersection of W 4th St and S Bremer Ave
s.13.4.1.002,109,classification,pred,0.164632013467284,0.634314425197608,0.314569108375998,0.40883937913623,ADT_vpd,4685,-0.052482557938738,1546 < ADT_vpd,0,Chisago,Intersection of W 4th St and Ramp Entrance to I-35,Intersection of W 4th St and S Bremer Ave
s.13.4.1.002,109,classification,pred,0.164632013467284,0.634314425197608,0.314569108375998,0.40883937913623,Density_Curve,0,-0.0347366958004131,Density_Curve <= 0.43,0,Chisago,Intersection of W 4th St and Ramp Entrance to I-35,Intersection of W 4th St and S Bremer Ave
s.13.4.1.002,109,classification,pred,0.164632013467284,0.634314425197608,0.314569108375998,0.40883937913623,Edge_Risk,4,-0.0336797415606487,Edge_Risk = 3,0,Chisago,Intersection of W 4th St and Ramp Entrance to I-35,Intersection of W 4th St and S Bremer Ave
s.13.4.1.002,109,classification,pred,0.164632013467284,0.634314425197608,0.314569108375998,0.40883937913623,Commercial_Access_Count,13,-0.0243808269819769,3 < Commercial_Access_Count,0,Chisago,Intersection of W 4th St and Ramp Entrance to I-35,Intersection of W 4th St and S Bremer Ave
s.13.4.1.002,109,classification,pred,0.164632013467284,0.634314425197608,0.314569108375998,0.40883937913623,Median_Width,0,-0.0232407645240248,Median_Width <= 3.2,0,Chisago,Intersection of W 4th St and Ramp Entrance to I-35,Intersection of W 4th St and S Bremer Ave
s.13.4.1.002,109,classification,pred,0.164632013467284,0.634314425197608,0.314569108375998,0.40883937913623,Segment_Design,3,0.0221788529541491,Segment_Design = undivided,0,Chisago,Intersection of W 4th St and Ramp Entrance to I-35,Intersection of W 4th St and S Bremer Ave
s.13.4.10.001,591,classification,pred,0.820730672697741,0.713095519330916,0.244308945854452,0.816184628356341,MVMT_5yrMillionVMT,48.74,0.415316185686357,10.20 < MVMT_5yrMillionVMT,2,Chisago,.35 Miles West of Intersection of Co Hwy 10 and Skogman Lake Rd,Intersection of Forest Blvd and South St
s.13.4.10.001,591,classification,pred,0.820730672697741,0.713095519330916,0.244308945854452,0.816184628356341,Centerline_Striping,2,-0.0603184288605309,Centerline_Striping = present,2,Chisago,.35 Miles West of Intersection of Co Hwy 10 and Skogman Lake Rd,Intersection of Forest Blvd and South St
s.13.4.10.001,591,classification,pred,0.820730672697741,0.713095519330916,0.244308945854452,0.816184628356341,Residential_Access_Count,84,0.0617586194899841,36 < Residential_Access_Count,2,Chisago,.35 Miles West of Intersection of Co Hwy 10 and Skogman Lake Rd,Intersection of Forest Blvd and South St
s.13.4.10.001,591,classification,pred,0.820730672697741,0.713095519330916,0.244308945854452,0.816184628356341,Segment_Cross_Section,2,-0.0363420539125196,Segment_Cross_Section = 2-lane,2,Chisago,.35 Miles West of Intersection of Co Hwy 10 and Skogman Lake Rd,Intersection of Forest Blvd and South St
s.13.4.10.001,591,classification,pred,0.820730672697741,0.713095519330916,0.244308945854452,0.816184628356341,ADT_vpd,3050,-0.0477308304710435,1546 < ADT_vpd,2,Chisago,.35 Miles West of Intersection of Co Hwy 10 and Skogman Lake Rd,Intersection of Forest Blvd and South St
s.13.4.10.001,591,classification,pred,0.820730672697741,0.713095519330916,0.244308945854452,0.816184628356341,Edgeline_Striping,2,0.0355580037903753,Edgeline_Striping = present,2,Chisago,.35 Miles West of Intersection of Co Hwy 10 and Skogman Lake Rd,Intersection of Forest Blvd and South St
s.13.4.10.001,591,classification,pred,0.820730672697741,0.713095519330916,0.244308945854452,0.816184628356341,Road_Access_Count,33,0.0335738085598255,15 < Road_Access_Count,2,Chisago,.35 Miles West of Intersection of Co Hwy 10 and Skogman Lake Rd,Intersection of Forest Blvd and South St
s.13.4.10.001,591,classification,pred,0.820730672697741,0.713095519330916,0.244308945854452,0.816184628356341,Alley_Other_Access_Count,0,-0.0308526762162943,Alley_Other_Access_Count <= 1,2,Chisago,.35 Miles West of Intersection of Co Hwy 10 and Skogman Lake Rd,Intersection of Forest Blvd and South St
s.13.4.11.001,971,classification,pred,0.468813919610391,0.0756013728483076,0.447209984996504,0.467584047668292,Farm_Access_Count,35,0.0969879452660591,26.6 < Farm_Access_Count,2,Chisago,T-Intersection of Co Hwy 15 and Lincoln Rd,Intersection of 375th St and Route 19
s.13.4.11.001,971,classification,pred,0.468813919610391,0.0756013728483076,0.447209984996504,0.467584047668292,Centerline_Striping,2,-0.0732344221634052,Centerline_Striping = present,2,Chisago,T-Intersection of Co Hwy 15 and Lincoln Rd,Intersection of 375th St and Route 19
s.13.4.11.001,971,classification,pred,0.468813919610391,0.0756013728483076,0.447209984996504,0.467584047668292,MVMT_5yrMillionVMT,9.81,0.0713554642208558,4.21 < MVMT_5yrMillionVMT <= 10.20,2,Chisago,T-Intersection of Co Hwy 15 and Lincoln Rd,Intersection of 375th St and Route 19
s.13.4.11.001,971,classification,pred,0.468813919610391,0.0756013728483076,0.447209984996504,0.467584047668292,Seg_CrossSection_Design,2,-0.0957931837128961,Seg_CrossSection_Design = 2-lane undivided,2,Chisago,T-Intersection of Co Hwy 15 and Lincoln Rd,Intersection of 375th St and Route 19
s.13.4.11.001,971,classification,pred,0.468813919610391,0.0756013728483076,0.447209984996504,0.467584047668292,Mumble_Strips,2,-0.0686633357344087,Mumble_Strips = none,2,Chisago,T-Intersection of Co Hwy 15 and Lincoln Rd,Intersection of 375th St and Route 19
s.13.4.11.001,971,classification,pred,0.468813919610391,0.0756013728483076,0.447209984996504,0.467584047668292,Total_Access_County,91,0.0445216197761973,76 < Total_Access_County,2,Chisago,T-Intersection of Co Hwy 15 and Lincoln Rd,Intersection of 375th St and Route 19
s.13.4.11.001,971,classification,pred,0.468813919610391,0.0756013728483076,0.447209984996504,0.467584047668292,Commercial_Access_Count,1,-0.0415055269844832,Commercial_Access_Count <= 1,2,Chisago,T-Intersection of Co Hwy 15 and Lincoln Rd,Intersection of 375th St and Route 19
s.13.4.11.001,971,classification,pred,0.468813919610391,0.0756013728483076,0.447209984996504,0.467584047668292,Segment_Cross_Section,2,0.0510328709644303,Segment_Cross_Section = 2-lane,2,Chisago,T-Intersection of Co Hwy 15 and Lincoln Rd,Intersection of 375th St and Route 19
s.13.4.12.001,759,classification,pred,0.313190110443681,0.0714944324767611,-0.0879126395520026,0.350425690849612,Centerline_Striping,2,0.148664031039494,Centerline_Striping = present,1,Chisago,T-Intersection of Park Trail and Oasis Rd,Intersection of Route 95 and Park Trail
s.13.4.12.001,759,classification,pred,0.313190110443681,0.0714944324767611,-0.0879126395520026,0.350425690849612,Mumble_Strips,2,0.125595799259841,Mumble_Strips = none,1,Chisago,T-Intersection of Park Trail and Oasis Rd,Intersection of Route 95 and Park Trail
s.13.4.12.001,759,classification,pred,0.313190110443681,0.0714944324767611,-0.0879126395520026,0.350425690849612,Segment_Design,3,0.11480031687895,Segment_Design = undivided,1,Chisago,T-Intersection of Park Trail and Oasis Rd,Intersection of Route 95 and Park Trail
s.13.4.12.001,759,classification,pred,0.313190110443681,0.0714944324767611,-0.0879126395520026,0.350425690849612,Rumble_Strips,4,-0.109033792255284,Rumble_Strips = none,1,Chisago,T-Intersection of Park Trail and Oasis Rd,Intersection of Route 95 and Park Trail
s.13.4.12.001,759,classification,pred,0.313190110443681,0.0714944324767611,-0.0879126395520026,0.350425690849612,MVMT_5yrMillionVMT,6.82,0.0862629993670983,4.21 < MVMT_5yrMillionVMT <= 10.20,1,Chisago,T-Intersection of Park Trail and Oasis Rd,Intersection of Route 95 and Park Trail
s.13.4.12.001,759,classification,pred,0.313190110443681,0.0714944324767611,-0.0879126395520026,0.350425690849612,Segment_Cross_Section,2,0.0818457639924513,Segment_Cross_Section = 2-lane,1,Chisago,T-Intersection of Park Trail and Oasis Rd,Intersection of Route 95 and Park Trail
s.13.4.12.001,759,classification,pred,0.313190110443681,0.0714944324767611,-0.0879126395520026,0.350425690849612,Edgeline_Striping,2,-0.0463438550295127,Edgeline_Striping = present,1,Chisago,T-Intersection of Park Trail and Oasis Rd,Intersection of Route 95 and Park Trail
s.13.4.12.001,759,classification,pred,0.313190110443681,0.0714944324767611,-0.0879126395520026,0.350425690849612,Farm_Access_Count,35,0.0342189470345397,26.6 < Farm_Access_Count,1,Chisago,T-Intersection of Park Trail and Oasis Rd,Intersection of Route 95 and Park Trail
s.13.4.12.002,522,classification,pred,0.117183658071003,0.102137061527726,0.584796471753988,0.133819144608628,Median_Width,0,-0.144885944055516,Median_Width <= 3.2,0,Chisago,Intersection of State Park Trail and Route 95,Intersection of Park Trail and Reed Ave
s.13.4.12.002,522,classification,pred,0.117183658071003,0.102137061527726,0.584796471753988,0.133819144608628,Mumble_Strips,2,0.143503707605191,Mumble_Strips = none,0,Chisago,Intersection of State Park Trail and Route 95,Intersection of Park Trail and Reed Ave
s.13.4.12.002,522,classification,pred,0.117183658071003,0.102137061527726,0.584796471753988,0.133819144608628,MVMT_5yrMillionVMT,3.58,-0.131043821620101,1.95 < MVMT_5yrMillionVMT <= 4.21,0,Chisago,Intersection of State Park Trail and Route 95,Intersection of Park Trail and Reed Ave
s.13.4.12.002,522,classification,pred,0.117183658071003,0.102137061527726,0.584796471753988,0.133819144608628,Segment_Cross_Section,2,-0.116881388903103,Segment_Cross_Section = 2-lane,0,Chisago,Intersection of State Park Trail and Route 95,Intersection of Park Trail and Reed Ave
s.13.4.12.002,522,classification,pred,0.117183658071003,0.102137061527726,0.584796471753988,0.133819144608628,Seg_CrossSection_Design,2,-0.105031312781402,Seg_CrossSection_Design = 2-lane undivided,0,Chisago,Intersection of State Park Trail and Route 95,Intersection of Park Trail and Reed Ave
s.13.4.12.002,522,classification,pred,0.117183658071003,0.102137061527726,0.584796471753988,0.133819144608628,Rumble_Strips,4,-0.0475793584659191,Rumble_Strips = none,0,Chisago,Intersection of State Park Trail and Route 95,Intersection of Park Trail and Reed Ave
s.13.4.12.002,522,classification,pred,0.117183658071003,0.102137061527726,0.584796471753988,0.133819144608628,Shoulder_Type,5,-0.0431645332535294,Shoulder_Type = paved,0,Chisago,Intersection of State Park Trail and Route 95,Intersection of Park Trail and Reed Ave
s.13.4.12.002,522,classification,pred,0.117183658071003,0.102137061527726,0.584796471753988,0.133819144608628,Residential_Access_Count,26,0.031359995379434,21 < Residential_Access_Count <= 36,0,Chisago,Intersection of State Park Trail and Route 95,Intersection of Park Trail and Reed Ave
s.13.4.14.002,1129,classification,pred,0.700211024880634,0.67720485429101,0.0706316767770288,0.69909408548377,MVMT_5yrMillionVMT,32.06,0.388142927922032,10.20 < MVMT_5yrMillionVMT,4,Chisago,Intersection of Lincoln Rd and Stacey Trail,Intersection of Lincoln Rd and Jensen Rd
s.13.4.14.002,1129,classification,pred,0.700211024880634,0.67720485429101,0.0706316767770288,0.69909408548377,Centerline_Striping,2,0.136502640328319,Centerline_Striping = present,4,Chisago,Intersection of Lincoln Rd and Stacey Trail,Intersection of Lincoln Rd and Jensen Rd
s.13.4.14.002,1129,classification,pred,0.700211024880634,0.67720485429101,0.0706316767770288,0.69909408548377,Total_Access_County,82,0.0555881745109762,76 < Total_Access_County,4,Chisago,Intersection of Lincoln Rd and Stacey Trail,Intersection of Lincoln Rd and Jensen Rd
s.13.4.14.002,1129,classification,pred,0.700211024880634,0.67720485429101,0.0706316767770288,0.69909408548377,Residential_Access_Count,48,0.0570754875894335,36 < Residential_Access_Count,4,Chisago,Intersection of Lincoln Rd and Stacey Trail,Intersection of Lincoln Rd and Jensen Rd
s.13.4.14.002,1129,classification,pred,0.700211024880634,0.67720485429101,0.0706316767770288,0.69909408548377,ADT_vpd,2600,-0.0442016146582204,1546 < ADT_vpd,4,Chisago,Intersection of Lincoln Rd and Stacey Trail,Intersection of Lincoln Rd and Jensen Rd
s.13.4.14.002,1129,classification,pred,0.700211024880634,0.67720485429101,0.0706316767770288,0.69909408548377,Segment_Design,3,-0.0172954358385079,Segment_Design = undivided,4,Chisago,Intersection of Lincoln Rd and Stacey Trail,Intersection of Lincoln Rd and Jensen Rd
s.13.4.14.002,1129,classification,pred,0.700211024880634,0.67720485429101,0.0706316767770288,0.69909408548377,Road_Access_Count,18,0.0302574465690638,15 < Road_Access_Count,4,Chisago,Intersection of Lincoln Rd and Stacey Trail,Intersection of Lincoln Rd and Jensen Rd
s.13.4.14.002,1129,classification,pred,0.700211024880634,0.67720485429101,0.0706316767770288,0.69909408548377,Median_Width,0,-0.0478274776873548,Median_Width <= 3.2,4,Chisago,Intersection of Lincoln Rd and Stacey Trail,Intersection of Lincoln Rd and Jensen Rd
s.13.4.15.001,795,classification,pred,0.16935692373461,0.11737340054347,0.906465359604562,0.190602338537854,Median_Type,4,-0.402376595884127,Median_Type = undivided,0,Chisago,T-Intersection of Green Lake Trail and Manning Trail,Intersection of Manning Trail and 240th St N
s.13.4.15.001,795,classification,pred,0.16935692373461,0.11737340054347,0.906465359604562,0.190602338537854,Median_Width,0,-0.31549265955217,Median_Width <= 3.2,0,Chisago,T-Intersection of Green Lake Trail and Manning Trail,Intersection of Manning Trail and 240th St N
s.13.4.15.001,795,classification,pred,0.16935692373461,0.11737340054347,0.906465359604562,0.190602338537854,Seg_CrossSection_Design,2,-0.235543541243234,Seg_CrossSection_Design = 2-lane undivided,0,Chisago,T-Intersection of Green Lake Trail and Manning Trail,Intersection of Manning Trail and 240th St N
s.13.4.15.001,795,classification,pred,0.16935692373461,0.11737340054347,0.906465359604562,0.190602338537854,Segment_Cross_Section,2,0.180511477878966,Segment_Cross_Section = 2-lane,0,Chisago,T-Intersection of Green Lake Trail and Manning Trail,Intersection of Manning Trail and 240th St N
s.13.4.15.001,795,classification,pred,0.16935692373461,0.11737340054347,0.906465359604562,0.190602338537854,Centerline_Striping,2,0.126565321728557,Centerline_Striping = present,0,Chisago,T-Intersection of Green Lake Trail and Manning Trail,Intersection of Manning Trail and 240th St N
s.13.4.15.001,795,classification,pred,0.16935692373461,0.11737340054347,0.906465359604562,0.190602338537854,Density_Curve,0,-0.0866044211839079,Density_Curve <= 0.43,0,Chisago,T-Intersection of Green Lake Trail and Manning Trail,Intersection of Manning Trail and 240th St N
s.13.4.15.001,795,classification,pred,0.16935692373461,0.11737340054347,0.906465359604562,0.190602338537854,MVMT_5yrMillionVMT,6.06,0.070159310012294,4.21 < MVMT_5yrMillionVMT <= 10.20,0,Chisago,T-Intersection of Green Lake Trail and Manning Trail,Intersection of Manning Trail and 240th St N
s.13.4.15.001,795,classification,pred,0.16935692373461,0.11737340054347,0.906465359604562,0.190602338537854,Rumble_Strips,4,0.0564599007766553,Rumble_Strips = none,0,Chisago,T-Intersection of Green Lake Trail and Manning Trail,Intersection of Manning Trail and 240th St N
s.13.4.16.001,1741,classification,pred,0.0686368659004363,0.188737760180834,0.522389847260442,0.105125090348773,Median_Width,0,-0.158854750840961,Median_Width <= 3.2,0,Chisago,Intersection of Bench St and Chisago St,1.21 Miles South of 347th St
s.13.4.16.001,1741,classification,pred,0.0686368659004363,0.188737760180834,0.522389847260442,0.105125090348773,MVMT_5yrMillionVMT,1.18,-0.158194046119991,0.80 < MVMT_5yrMillionVMT <= 1.95,0,Chisago,Intersection of Bench St and Chisago St,1.21 Miles South of 347th St
s.13.4.16.001,1741,classification,pred,0.0686368659004363,0.188737760180834,0.522389847260442,0.105125090348773,Density_Curve,3.84,0.082265596173754,1.91 < Density_Curve,0,Chisago,Intersection of Bench St and Chisago St,1.21 Miles South of 347th St
s.13.4.16.001,1741,classification,pred,0.0686368659004363,0.188737760180834,0.522389847260442,0.105125090348773,Edge_Risk,4,-0.0793638923351418,Edge_Risk = 3,0,Chisago,Intersection of Bench St and Chisago St,1.21 Miles South of 347th St
s.13.4.16.001,1741,classification,pred,0.0686368659004363,0.188737760180834,0.522389847260442,0.105125090348773,Edgeline_Striping,2,-0.0591003675857659,Edgeline_Striping = present,0,Chisago,Intersection of Bench St and Chisago St,1.21 Miles South of 347th St
