,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
3424,S.73.4.5.003,,1,1,3,,,8517.685088,,Stearns,Greater MN,73,4,CSAH,5,,"Main St E, Main St",12th Ave NE,Co Rd 1,,,2013,970,1.613197933,2.86,1,0.62,Rural,Rural,RG,Rural,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12.5,Paved,5,Undivided,NV,1,Present,Present,None,None,None,11,1,22,8,0,42,26.03524287,,4,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,4,31200,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
1259,S.69.9.3154.001,,1,1,1,,,7864.415744,,St. Louis,Greater MN,69,9,TWNS,3154,,,,,,,Default,54,1.489472679,0.15,0,0,Rural,Rural,NA,NA,NO,CHECK SURFACE TYPE,Natural,Minimum Maintenance Road,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1763,038-020,,1,1,6,038-020,N,2645.585854,,Freeborn,Greater MN,24,4,CSAH,38,NV,,CO RD 91,CSAH 46,,,2013,450,0.501057927,0.41,0,0,RURAL,Rural,RG,Rural,YES,nv,Industrial,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,10.5,Gravel,1,Undivided,NV,2S,Present,Present,None,None,None,5,0,5,0,3,13,25.94510395,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3198,S.56.4.50.002,,1,1,2,,,10592.19712,,Otter Tail,Greater MN,49,4,CSAH,50,,"Main Ave, Cty Hwy 50",Deer Creek Corp Lmts,Deer Creek Corp Lmts,,,2015,550,2.00609794,2.01,0,0,Small Town,Rural,RG,Rural,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2012),None,None,12,Curb & Gutter,6,Paint,NV,1,Present,Present,Both Sides,Both Sides,None,18,9,15,8,2,52,25.92096775,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,87000,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
1262,S.69.9.3171.001,,1,1,1,,,17747.71726,,St. Louis,Greater MN,69,9,TWNS,3171,,Keyes Rd / Sfr 520 ,,,,,Default,54,3.361310087,0.33,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1264,S.69.9.3182.001,,1,1,1,,,7055.874073,,St. Louis,Greater MN,69,9,TWNS,3182,,Klake Leander Rd / CR 920,Hwy 25,Anderson Rd,,,Default,54,1.336339787,0.13,1,0.75,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1268,S.69.9.3225.001,,1,1,1,,,925.8522203,,St. Louis,Greater MN,69,9,TWNS,3225,,,CR 518,,,,Default,54,0.175350799,0.02,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,Road not present on aerial view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1269,S.69.9.3231.001,,1,1,1,,,5628.824364,,St. Louis,Greater MN,69,9,TWNS,3231,,"Pub Access Rd, Augusta Lake Rd",,,,,Default,54,1.06606522,0.11,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1270,S.69.9.3248.001,,1,1,1,,,5749.353709,,St. Louis,Greater MN,69,9,TWNS,3248,,,1,,,,Default,54,1.088892748,0.11,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1271,S.69.9.3250.001,,1,1,1,,,1144.242229,,St. Louis,Greater MN,69,9,TWNS,3250,,W Swan River Dr,Hwy 73,Alborn-Pengilly Trail,,,2015,1500,0.216712543,0.59,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1275,S.69.9.3387.001,,1,1,1,,,1085.366549,,St. Louis,Greater MN,69,9,TWNS,3387,,Pine Cone Dr,S Pit Rd,Segment terminates at end of road,,,Default,54,0.205561846,0.02,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1276,S.69.9.3391.001,,1,1,1,,,1764.954506,,St. Louis,Greater MN,69,9,TWNS,3391,,Tiger Lilly Ln,White Face Shores Dr,Segment terminates at end of road,,,Default,54,0.334271687,0.03,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
2851,S.55.4.16.002,,1,1,6,,,7592.383014,,Olmsted,Greater MN,55,4,CSAH,16,,CSAH 16,Olmsted CTH 20,Olmsted CTH 1/Simpson RD SE,,,2014,990,1.437951328,2.6,3,2.09,Small Town,Rural,RG,Rural,YES,YES,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2009),None,None,12,Gravel,2,Undivided,NV,2S,Present,Present,None,None,None,6,2,20,7,2,37,25.73105172,This cross section is inconsistent.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7800,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,4,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
1281,S.69.9.3411.001,,1,1,1,,,1390.767418,,St. Louis,Greater MN,69,9,TWNS,3411,,S Point Rd,Segment terminates at end of road,Dewey Point Rd,,,Default,54,0.26340292,0.03,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1282,S.69.9.3412.001,,1,1,1,,,438.2071015,,St. Louis,Greater MN,69,9,TWNS,3412,,,,Dewey Point Rd,,,Default,54,0.082993769,0.01,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1284,S.69.9.3416.001,,1,1,1,,,876.6460735,,St. Louis,Greater MN,69,9,TWNS,3416,,W Rd,"Lorrey Ln, Curt Ln",,,,Default,54,0.166031453,0.02,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
644,S.69.7.415.001,,1,1,1,,,1846.845549,,St. Louis,Greater MN,69,7,CR,415,,CR 415 ,CR 77,Bridge Crossing Daisy Bay,,,2011,245,0.349781354,0.16,3,8.58,Rural,Rural,RG,Rural,YES,YES,Recreational,Paved,2-Lane,Undivided,2-Lane Undivided,30,Statutory,None,None,12,Gravel,4,Undivided,NV,2S,Present,Present,None,None,None,1,4,4,0,0,9,25.73035955,No Streetview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
1286,S.69.9.3424.001,,1,1,1,,,1517.167869,,St. Louis,Greater MN,69,9,TWNS,3424,,S Point Ln,Biss Rd / CR 65,Segment terminates at end of road,,,2015,310,0.287342399,0.16,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1287,S.69.9.3425.001,,1,1,1,,,7874.190166,,St. Louis,Greater MN,69,9,TWNS,3425,,,Hwy 5 ,Hwy 5,,,Default,54,1.491323895,0.15,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,Segment does not follow road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1288,S.69.9.3426.001,,1,1,1,,,2947.712692,,St. Louis,Greater MN,69,9,TWNS,3426,,Deerwood Dr,"Cty Rd 540 , Oak Narrows Rd",Segment terminates at end of road,,,Default,54,0.558278919,0.06,3,5.37,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1289,S.69.9.3428.001,,1,1,1,,,812.6838894,,St. Louis,Greater MN,69,9,TWNS,3428,,,Water Hen Rd,W Bay Rd,,,2015,245,0.153917403,0.07,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,Road not present on aerial view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1290,S.69.9.3429.001,,1,1,1,,,783.062929,,St. Louis,Greater MN,69,9,TWNS,3429,,,Water Hen Rd,W Bay Rd,,,2015,245,0.148307373,0.07,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1291,S.69.9.3430.001,,1,1,1,,,729.1146583,,St. Louis,Greater MN,69,9,TWNS,3430,,,Water Hen Rd,W Bay Rd,,,2015,245,0.138089897,0.06,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,Road not present on aerial view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1292,S.69.9.3431.001,,1,1,1,,,675.8227419,,St. Louis,Greater MN,69,9,TWNS,3431,,,Water Hen Rd,W Bay Rd,,,2015,245,0.127996731,0.06,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1293,S.69.9.3432.001,,1,1,1,,,1179.118003,,St. Louis,Greater MN,69,9,TWNS,3432,,Wildwood Dr,Reid Rd,Segment terminates at end of road,,,Default,54,0.223317804,0.02,1,4.48,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1294,S.69.9.3433.001,,1,1,1,,,1294.754109,,St. Louis,Greater MN,69,9,TWNS,3433,,Apple Tree Rd,CR 20,Segment terminates at end of road,,,2015,890,0.245218581,0.4,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1295,S.69.9.3434.001,,1,1,1,,,1306.63896,,St. Louis,Greater MN,69,9,TWNS,3434,,Haenke Trail,CR 20,Segment terminates at end of road,,,2015,890,0.2474695,0.4,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1296,S.69.9.3435.001,,1,1,1,,,2766.872813,,St. Louis,Greater MN,69,9,TWNS,3435,,Lilac Rd,Segment terminates at end of road,CR 20,,,Default,54,0.524028942,0.05,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1297,S.69.9.3442.001,,1,1,1,,,2525.978302,,St. Louis,Greater MN,69,9,TWNS,3442,,Josante Shores Rd,Oak Narrows Rd,Segment terminates at end of road,,,Default,54,0.478404981,0.05,5,10.45,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1298,S.69.9.3443.001,,1,1,1,,,1178.081895,,St. Louis,Greater MN,69,9,TWNS,3443,,Schall Rd,E Rock Ridges Rd,Segment terminates at end of road,,,Default,54,0.223121571,0.02,1,4.48,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1299,S.69.9.3444.001,,1,1,1,,,1626.313845,,St. Louis,Greater MN,69,9,TWNS,3444,,E Rock Ridge Rd,Oak Narrows Rd,Schall Rd,,,2011,380,0.308013986,0.21,3,9.74,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1300,S.69.9.3445.001,,1,1,1,,,1992.170383,,St. Louis,Greater MN,69,9,TWNS,3445,,,Timberlore Trail,,,,Default,54,0.377304997,0.04,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1301,S.69.9.3446.001,,1,1,1,,,1131.212384,,St. Louis,Greater MN,69,9,TWNS,3446,,Schoon Dr,Oak Narrows Rd,Segment terminates at end of road,,,2011,380,0.21424477,0.15,1,4.67,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1302,S.69.9.3447.001,,1,1,1,,,913.1941928,,St. Louis,Greater MN,69,9,TWNS,3447,,Whispering Pines Trail,Deerwood Dr,Segment terminates at end of road,,,Default,54,0.172953446,0.02,1,5.78,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1303,S.69.9.3448.001,,1,1,1,,,1951.627608,,St. Louis,Greater MN,69,9,TWNS,3448,,Spring Rd,Deerwood Dr,Oak Narrows Rd,,,2011,380,0.369626441,0.26,2,5.41,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1305,S.69.9.3451.001,,1,1,1,,,1263.584197,,St. Louis,Greater MN,69,9,TWNS,3451,,Blackberry Ln,N Birch Isle Rd,Segment terminates at end of road,,,Default,54,0.239315189,0.02,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1306,S.69.9.3452.001,,1,1,1,,,9386.571489,,St. Louis,Greater MN,69,9,TWNS,3452,,Leisure Lake Rd,Water Hen Rd,,,,Default,54,1.777759752,0.18,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1307,S.69.9.3453.001,,1,1,1,,,3035.307392,,St. Louis,Greater MN,69,9,TWNS,3453,,Peninsula Rd,CR 607,,,,Default,54,0.574868824,0.06,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1308,S.69.9.3455.001,,1,1,1,,,8174.817638,,St. Louis,Greater MN,69,9,TWNS,3455,,Reagan Rd,Linwood Lake Rd,,,,Default,54,1.548260916,0.15,0,0,Rural,Rural,NA,NA,NO,NO,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
